slug,locale,candidate_index,faq_candidate,candidate_only,runtime_approved
industrial-engineers,zh-CN,3,工业工程师在 AI 时代哪些工作更容易被加速？,true,false
industrial-engineers,en,1,What does a Industrial engineers do?,true,false
industrial-engineers,en,2,What skills and preparation matter for Industrial engineers?,true,false
industrial-engineers,en,3,How does AI affect Industrial engineers work?,true,false
industrial-machinery-mechanics,zh-CN,1,工业机械机械师主要做什么？,true,false
industrial-machinery-mechanics,zh-CN,2,工业机械机械师需要哪些技能和准备？,true,false
industrial-machinery-mechanics,zh-CN,3,工业机械机械师在 AI 时代哪些工作更容易被加速？,true,false
industrial-machinery-mechanics,en,1,What does a Industrial Machinery Mechanics do?,true,false
industrial-machinery-mechanics,en,2,What skills and preparation matter for Industrial Machinery Mechanics?,true,false
industrial-machinery-mechanics,en,3,How does AI affect Industrial Machinery Mechanics work?,true,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,1,工业机械机械师主要做什么？,true,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,2,工业机械机械师需要哪些技能和准备？,true,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,zh-CN,3,工业机械机械师在 AI 时代哪些工作更容易被加速？,true,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,1,What does a Industrial Machinery Mechanics do?,true,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,2,What skills and preparation matter for Industrial Machinery Mechanics?,true,false
industrial-machinery-mechanics-and-maintenance-workers-and-millwrights,en,3,How does AI affect Industrial Machinery Mechanics work?,true,false
industrial-organizational-psychologists,zh-CN,1,工业组织心理学家主要做什么？,true,false
industrial-organizational-psychologists,zh-CN,2,工业组织心理学家需要哪些技能和准备？,true,false
industrial-organizational-psychologists,zh-CN,3,工业组织心理学家在 AI 时代哪些工作更容易被加速？,true,false
industrial-organizational-psychologists,en,1,What does a Industrial Organizational Psychologists do?,true,false
industrial-organizational-psychologists,en,2,What skills and preparation matter for Industrial Organizational Psychologists?,true,false
industrial-organizational-psychologists,en,3,How does AI affect Industrial Organizational Psychologists work?,true,false
industrial-production-managers,zh-CN,1,工业生产经理主要做什么？,true,false
industrial-production-managers,zh-CN,2,工业生产经理需要哪些技能和准备？,true,false
industrial-production-managers,zh-CN,3,工业生产经理在 AI 时代哪些工作更容易被加速？,true,false
industrial-production-managers,en,1,What does a Industrial Production Managers do?,true,false
industrial-production-managers,en,2,What skills and preparation matter for Industrial Production Managers?,true,false
industrial-production-managers,en,3,How does AI affect Industrial Production Managers work?,true,false
industrial-truck-and-tractor-operators,zh-CN,1,工业卡车操作员主要做什么？,true,false
industrial-truck-and-tractor-operators,zh-CN,2,工业卡车操作员需要哪些技能和准备？,true,false
industrial-truck-and-tractor-operators,zh-CN,3,工业卡车操作员在 AI 时代哪些工作更容易被加速？,true,false
industrial-truck-and-tractor-operators,en,1,What does a Industrial Truck And Tractor Operators do?,true,false
industrial-truck-and-tractor-operators,en,2,What skills and preparation matter for Industrial Truck And Tractor Operators?,true,false
industrial-truck-and-tractor-operators,en,3,How does AI affect Industrial Truck And Tractor Operators work?,true,false
infantry,zh-CN,1,步兵主要做什么？,true,false
infantry,zh-CN,2,步兵需要哪些技能和准备？,true,false
infantry,zh-CN,3,步兵在 AI 时代哪些工作更容易被加速？,true,false
infantry,en,1,What does a Infantry do?,true,false
infantry,en,2,What skills and preparation matter for Infantry?,true,false
infantry,en,3,How does AI affect Infantry work?,true,false
infantry-officers,zh-CN,1,步兵军官主要做什么？,true,false
infantry-officers,zh-CN,2,步兵军官需要哪些技能和准备？,true,false
infantry-officers,zh-CN,3,步兵军官在 AI 时代哪些工作更容易被加速？,true,false
infantry-officers,en,1,What does a Infantry Officers do?,true,false
infantry-officers,en,2,What skills and preparation matter for Infantry Officers?,true,false
infantry-officers,en,3,How does AI affect Infantry Officers work?,true,false
information-clerks,zh-CN,1,其他信息与记录文员主要做什么？,true,false
information-clerks,zh-CN,2,其他信息与记录文员需要哪些技能和准备？,true,false
information-clerks,zh-CN,3,其他信息与记录文员在 AI 时代哪些工作更容易被加速？,true,false
information-clerks,en,1,"What does a Information And Record Clerks, All Other do?",true,false
information-clerks,en,2,"What skills and preparation matter for Information And Record Clerks, All Other?",true,false
information-clerks,en,3,"How does AI affect Information And Record Clerks, All Other work?",true,false
information-security-analysts,zh-CN,1,信息安全分析师主要做什么？,true,false
information-security-analysts,zh-CN,2,信息安全分析师需要哪些技能和准备？,true,false
information-security-analysts,zh-CN,3,信息安全分析师在 AI 时代哪些工作更容易被加速？,true,false
information-security-analysts,en,1,What does a Information Security Analysts do?,true,false
information-security-analysts,en,2,What skills and preparation matter for Information Security Analysts?,true,false
information-security-analysts,en,3,How does AI affect Information Security Analysts work?,true,false
information-security-engineers,zh-CN,1,工程师主要做什么？,true,false
information-security-engineers,zh-CN,2,工程师需要哪些技能和准备？,true,false
information-security-engineers,zh-CN,3,工程师在 AI 时代哪些工作更容易被加速？,true,false
information-security-engineers,en,1,What does a Information Security Engineers do?,true,false
information-security-engineers,en,2,What skills and preparation matter for Information Security Engineers?,true,false
information-security-engineers,en,3,How does AI affect Information Security Engineers work?,true,false
information-technology-project-managers,zh-CN,1,信息经理主要做什么？,true,false
information-technology-project-managers,zh-CN,2,信息经理需要哪些技能和准备？,true,false
information-technology-project-managers,zh-CN,3,信息经理在 AI 时代哪些工作更容易被加速？,true,false
information-technology-project-managers,en,1,What does a Information Technology Project Managers do?,true,false
information-technology-project-managers,en,2,What skills and preparation matter for Information Technology Project Managers?,true,false
information-technology-project-managers,en,3,How does AI affect Information Technology Project Managers work?,true,false
inspectors-testers-sorters-samplers-and-weighers,zh-CN,1,检查员、测试员、分拣员、采样员、称重员主要做什么？,true,false
inspectors-testers-sorters-samplers-and-weighers,zh-CN,2,检查员、测试员、分拣员、采样员、称重员需要哪些技能和准备？,true,false
inspectors-testers-sorters-samplers-and-weighers,zh-CN,3,检查员、测试员、分拣员、采样员、称重员在 AI 时代哪些工作更容易被加速？,true,false
inspectors-testers-sorters-samplers-and-weighers,en,1,"What does a Inspectors, Testers, Sorters, Samplers, And Weighers do?",true,false
inspectors-testers-sorters-samplers-and-weighers,en,2,"What skills and preparation matter for Inspectors, Testers, Sorters, Samplers, And Weighers?",true,false
inspectors-testers-sorters-samplers-and-weighers,en,3,"How does AI affect Inspectors, Testers, Sorters, Samplers, And Weighers work?",true,false
instructional-coordinators,zh-CN,1,教学协调员主要做什么？,true,false
instructional-coordinators,zh-CN,2,教学协调员需要哪些技能和准备？,true,false
instructional-coordinators,zh-CN,3,教学协调员在 AI 时代哪些工作更容易被加速？,true,false
instructional-coordinators,en,1,What does a Instructional Coordinators do?,true,false
instructional-coordinators,en,2,What skills and preparation matter for Instructional Coordinators?,true,false
instructional-coordinators,en,3,How does AI affect Instructional Coordinators work?,true,false
insulation-workers,zh-CN,1,机械保温隔热工主要做什么？,true,false
insulation-workers,zh-CN,2,机械保温隔热工需要哪些技能和准备？,true,false
insulation-workers,zh-CN,3,机械保温隔热工在 AI 时代哪些工作更容易被加速？,true,false
insulation-workers,en,1,"What does a Insulation Workers, Mechanical do?",true,false
insulation-workers,en,2,"What skills and preparation matter for Insulation Workers, Mechanical?",true,false
insulation-workers,en,3,"How does AI affect Insulation Workers, Mechanical work?",true,false
insulation-workers-floor-ceiling-and-wall,zh-CN,1,工人、地板主要做什么？,true,false
insulation-workers-floor-ceiling-and-wall,zh-CN,2,工人、地板需要哪些技能和准备？,true,false
insulation-workers-floor-ceiling-and-wall,zh-CN,3,工人、地板在 AI 时代哪些工作更容易被加速？,true,false
insulation-workers-floor-ceiling-and-wall,en,1,"What does a Insulation Workers, Floor, Ceiling, And Wall do?",true,false
insulation-workers-floor-ceiling-and-wall,en,2,"What skills and preparation matter for Insulation Workers, Floor, Ceiling, And Wall?",true,false
insulation-workers-floor-ceiling-and-wall,en,3,"How does AI affect Insulation Workers, Floor, Ceiling, And Wall work?",true,false
insulation-workers-mechanical,zh-CN,1,机械绝缘工主要做什么？,true,false
insulation-workers-mechanical,zh-CN,2,机械绝缘工需要哪些技能和准备？,true,false
insulation-workers-mechanical,zh-CN,3,机械绝缘工在 AI 时代哪些工作更容易被加速？,true,false
insulation-workers-mechanical,en,1,"What does a Insulation Workers, Mechanical do?",true,false
insulation-workers-mechanical,en,2,"What skills and preparation matter for Insulation Workers, Mechanical?",true,false
insulation-workers-mechanical,en,3,"How does AI affect Insulation Workers, Mechanical work?",true,false
insurance-appraisers-auto-damage,zh-CN,1,保险评估师主要做什么？,true,false
insurance-appraisers-auto-damage,zh-CN,2,保险评估师需要哪些技能和准备？,true,false
insurance-appraisers-auto-damage,zh-CN,3,保险评估师在 AI 时代哪些工作更容易被加速？,true,false
insurance-appraisers-auto-damage,en,1,"What does a Insurance Appraisers, Auto Damage do?",true,false
insurance-appraisers-auto-damage,en,2,"What skills and preparation matter for Insurance Appraisers, Auto Damage?",true,false
insurance-appraisers-auto-damage,en,3,"How does AI affect Insurance Appraisers, Auto Damage work?",true,false
insurance-claims-and-policy-processing-clerks,zh-CN,1,保险理赔文员主要做什么？,true,false
insurance-claims-and-policy-processing-clerks,zh-CN,2,保险理赔文员需要哪些技能和准备？,true,false
insurance-claims-and-policy-processing-clerks,zh-CN,3,保险理赔文员在 AI 时代哪些工作更容易被加速？,true,false
insurance-claims-and-policy-processing-clerks,en,1,What does a Insurance Claims And Policy Processing Clerks do?,true,false
insurance-claims-and-policy-processing-clerks,en,2,What skills and preparation matter for Insurance Claims And Policy Processing Clerks?,true,false
insurance-claims-and-policy-processing-clerks,en,3,How does AI affect Insurance Claims And Policy Processing Clerks work?,true,false
insurance-sales-agents,zh-CN,1,保险销售代表主要做什么？,true,false
insurance-sales-agents,zh-CN,2,保险销售代表需要哪些技能和准备？,true,false
insurance-sales-agents,zh-CN,3,保险销售代表在 AI 时代哪些工作更容易被加速？,true,false
insurance-sales-agents,en,1,What does a Insurance Sales Agents do?,true,false
insurance-sales-agents,en,2,What skills and preparation matter for Insurance Sales Agents?,true,false
insurance-sales-agents,en,3,How does AI affect Insurance Sales Agents work?,true,false
insurance-underwriters,zh-CN,1,保险核保师主要做什么？,true,false
insurance-underwriters,zh-CN,2,保险核保师需要哪些技能和准备？,true,false
insurance-underwriters,zh-CN,3,保险核保师在 AI 时代哪些工作更容易被加速？,true,false
insurance-underwriters,en,1,What does a Insurance Underwriters do?,true,false
insurance-underwriters,en,2,What skills and preparation matter for Insurance Underwriters?,true,false
insurance-underwriters,en,3,How does AI affect Insurance Underwriters work?,true,false
intelligence-analysts,zh-CN,1,情报分析师主要做什么？,true,false
intelligence-analysts,zh-CN,2,情报分析师需要哪些技能和准备？,true,false
intelligence-analysts,zh-CN,3,情报分析师在 AI 时代哪些工作更容易被加速？,true,false
intelligence-analysts,en,1,What does a Intelligence Analysts do?,true,false
intelligence-analysts,en,2,What skills and preparation matter for Intelligence Analysts?,true,false
intelligence-analysts,en,3,How does AI affect Intelligence Analysts work?,true,false
interior-designers,zh-CN,1,室内设计师主要做什么？,true,false
interior-designers,zh-CN,2,室内设计师需要哪些技能和准备？,true,false
interior-designers,zh-CN,3,室内设计师在 AI 时代哪些工作更容易被加速？,true,false
interior-designers,en,1,What does a Interior Designers do?,true,false
interior-designers,en,2,What skills and preparation matter for Interior Designers?,true,false
interior-designers,en,3,How does AI affect Interior Designers work?,true,false
interpreters-and-translators,zh-CN,1,口译与笔译人员主要做什么？,true,false
interpreters-and-translators,zh-CN,2,口译与笔译人员需要哪些技能和准备？,true,false
interpreters-and-translators,zh-CN,3,口译与笔译人员在 AI 时代哪些工作更容易被加速？,true,false
interpreters-and-translators,en,1,What does a Interpreters And Translators do?,true,false
interpreters-and-translators,en,2,What skills and preparation matter for Interpreters And Translators?,true,false
interpreters-and-translators,en,3,How does AI affect Interpreters And Translators work?,true,false
interviewers-except-eligibility-and-loan,zh-CN,1,面谈员、资格主要做什么？,true,false
interviewers-except-eligibility-and-loan,zh-CN,2,面谈员、资格需要哪些技能和准备？,true,false
interviewers-except-eligibility-and-loan,zh-CN,3,面谈员、资格在 AI 时代哪些工作更容易被加速？,true,false
interviewers-except-eligibility-and-loan,en,1,"What does a Interviewers, Except Eligibility And Loan do?",true,false
interviewers-except-eligibility-and-loan,en,2,"What skills and preparation matter for Interviewers, Except Eligibility And Loan?",true,false
interviewers-except-eligibility-and-loan,en,3,"How does AI affect Interviewers, Except Eligibility And Loan work?",true,false
investment-fund-managers,zh-CN,1,投资基金经理主要做什么？,true,false
investment-fund-managers,zh-CN,2,投资基金经理需要哪些技能和准备？,true,false
investment-fund-managers,zh-CN,3,投资基金经理在 AI 时代哪些工作更容易被加速？,true,false
investment-fund-managers,en,1,What does a Investment Fund Managers do?,true,false
investment-fund-managers,en,2,What skills and preparation matter for Investment Fund Managers?,true,false
investment-fund-managers,en,3,How does AI affect Investment Fund Managers work?,true,false
structural-iron-and-steel-workers,zh-CN,1,工人主要做什么？,true,false
structural-iron-and-steel-workers,zh-CN,2,工人需要哪些技能和准备？,true,false
structural-iron-and-steel-workers,zh-CN,3,工人在 AI 时代哪些工作更容易被加速？,true,false
structural-iron-and-steel-workers,en,1,What does a Structural Iron And Steel Workers do?,true,false
structural-iron-and-steel-workers,en,2,What skills and preparation matter for Structural Iron And Steel Workers?,true,false
structural-iron-and-steel-workers,en,3,How does AI affect Structural Iron And Steel Workers work?,true,false
janitors-and-building-cleaners,zh-CN,1,保洁员与楼宇清洁工主要做什么？,true,false
janitors-and-building-cleaners,zh-CN,2,保洁员与楼宇清洁工需要哪些技能和准备？,true,false
janitors-and-building-cleaners,zh-CN,3,保洁员与楼宇清洁工在 AI 时代哪些工作更容易被加速？,true,false
janitors-and-building-cleaners,en,1,"What does a Janitors And Cleaners, Except Maids And Housekeeping Cleaners do?",true,false
janitors-and-building-cleaners,en,2,"What skills and preparation matter for Janitors And Cleaners, Except Maids And Housekeeping Cleaners?",true,false
janitors-and-building-cleaners,en,3,"How does AI affect Janitors And Cleaners, Except Maids And Housekeeping Cleaners work?",true,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,zh-CN,1,清洁员清洁工、客房清洁员清洁工主要做什么？,true,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,zh-CN,2,清洁员清洁工、客房清洁员清洁工需要哪些技能和准备？,true,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,zh-CN,3,清洁员清洁工、客房清洁员清洁工在 AI 时代哪些工作更容易被加速？,true,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,en,1,"What does a Janitors And Cleaners, Except Maids And Housekeeping Cleaners do?",true,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,en,2,"What skills and preparation matter for Janitors And Cleaners, Except Maids And Housekeeping Cleaners?",true,false
janitors-and-cleaners-except-maids-and-housekeeping-cleaners,en,3,"How does AI affect Janitors And Cleaners, Except Maids And Housekeeping Cleaners work?",true,false
jewelers-and-precious-stone-and-metal-workers,zh-CN,1,珠宝与贵金属加工人员主要做什么？,true,false
jewelers-and-precious-stone-and-metal-workers,zh-CN,2,珠宝与贵金属加工人员需要哪些技能和准备？,true,false
jewelers-and-precious-stone-and-metal-workers,zh-CN,3,珠宝与贵金属加工人员在 AI 时代哪些工作更容易被加速？,true,false
jewelers-and-precious-stone-and-metal-workers,en,1,What does a Jewelers And Precious Stone And Metal Workers do?,true,false
jewelers-and-precious-stone-and-metal-workers,en,2,What skills and preparation matter for Jewelers And Precious Stone And Metal Workers?,true,false
jewelers-and-precious-stone-and-metal-workers,en,3,How does AI affect Jewelers And Precious Stone And Metal Workers work?,true,false
judges-and-hearing-officers,zh-CN,1,法官、裁判官与治安法官主要做什么？,true,false
judges-and-hearing-officers,zh-CN,2,法官、裁判官与治安法官需要哪些技能和准备？,true,false
judges-and-hearing-officers,zh-CN,3,法官、裁判官与治安法官在 AI 时代哪些工作更容易被加速？,true,false
judges-and-hearing-officers,en,1,"What does a Judges, Magistrate Judges, And Magistrates do?",true,false
judges-and-hearing-officers,en,2,"What skills and preparation matter for Judges, Magistrate Judges, And Magistrates?",true,false
judges-and-hearing-officers,en,3,"How does AI affect Judges, Magistrate Judges, And Magistrates work?",true,false
judges-magistrate-judges-and-magistrates,zh-CN,1,法官、地方法官法官、地方法官主要做什么？,true,false
judges-magistrate-judges-and-magistrates,zh-CN,2,法官、地方法官法官、地方法官需要哪些技能和准备？,true,false
judges-magistrate-judges-and-magistrates,zh-CN,3,法官、地方法官法官、地方法官在 AI 时代哪些工作更容易被加速？,true,false
judges-magistrate-judges-and-magistrates,en,1,"What does a Judges, Magistrate Judges, And Magistrates do?",true,false
judges-magistrate-judges-and-magistrates,en,2,"What skills and preparation matter for Judges, Magistrate Judges, And Magistrates?",true,false
judges-magistrate-judges-and-magistrates,en,3,"How does AI affect Judges, Magistrate Judges, And Magistrates work?",true,false
judicial-law-clerks,zh-CN,1,司法法律文员主要做什么？,true,false
judicial-law-clerks,zh-CN,2,司法法律文员需要哪些技能和准备？,true,false
judicial-law-clerks,zh-CN,3,司法法律文员在 AI 时代哪些工作更容易被加速？,true,false
judicial-law-clerks,en,1,What does a Judicial Law Clerks do?,true,false
judicial-law-clerks,en,2,What skills and preparation matter for Judicial Law Clerks?,true,false
judicial-law-clerks,en,3,How does AI affect Judicial Law Clerks work?,true,false
kindergarten-and-elementary-school-teachers,zh-CN,1,小学教师（不含特殊教育）主要做什么？,true,false
kindergarten-and-elementary-school-teachers,zh-CN,2,小学教师（不含特殊教育）需要哪些技能和准备？,true,false
kindergarten-and-elementary-school-teachers,zh-CN,3,小学教师（不含特殊教育）在 AI 时代哪些工作更容易被加速？,true,false
kindergarten-and-elementary-school-teachers,en,1,"What does a Elementary School Teachers, Except Special Education do?",true,false
kindergarten-and-elementary-school-teachers,en,2,"What skills and preparation matter for Elementary School Teachers, Except Special Education?",true,false
kindergarten-and-elementary-school-teachers,en,3,"How does AI affect Elementary School Teachers, Except Special Education work?",true,false
kindergarten-teachers-except-special-education,zh-CN,1,教育教师主要做什么？,true,false
kindergarten-teachers-except-special-education,zh-CN,2,教育教师需要哪些技能和准备？,true,false
kindergarten-teachers-except-special-education,zh-CN,3,教育教师在 AI 时代哪些工作更容易被加速？,true,false
kindergarten-teachers-except-special-education,en,1,"What does a Kindergarten Teachers, Except Special Education do?",true,false
kindergarten-teachers-except-special-education,en,2,"What skills and preparation matter for Kindergarten Teachers, Except Special Education?",true,false
kindergarten-teachers-except-special-education,en,3,"How does AI affect Kindergarten Teachers, Except Special Education work?",true,false
labor-relations-specialists,zh-CN,1,劳动关系专员主要做什么？,true,false
labor-relations-specialists,zh-CN,2,劳动关系专员需要哪些技能和准备？,true,false
labor-relations-specialists,zh-CN,3,劳动关系专员在 AI 时代哪些工作更容易被加速？,true,false
labor-relations-specialists,en,1,What does a Labor Relations Specialists do?,true,false
labor-relations-specialists,en,2,What skills and preparation matter for Labor Relations Specialists?,true,false
labor-relations-specialists,en,3,How does AI affect Labor Relations Specialists work?,true,false
laborers-and-freight-stock-and-material-movers-hand,zh-CN,1,劳工与货运、物料搬运工、手工主要做什么？,true,false
laborers-and-freight-stock-and-material-movers-hand,zh-CN,2,劳工与货运、物料搬运工、手工需要哪些技能和准备？,true,false
laborers-and-freight-stock-and-material-movers-hand,zh-CN,3,劳工与货运、物料搬运工、手工在 AI 时代哪些工作更容易被加速？,true,false
laborers-and-freight-stock-and-material-movers-hand,en,1,"What does a Laborers And Freight, Stock, And Material Movers, Hand do?",true,false
laborers-and-freight-stock-and-material-movers-hand,en,2,"What skills and preparation matter for Laborers And Freight, Stock, And Material Movers, Hand?",true,false
laborers-and-freight-stock-and-material-movers-hand,en,3,"How does AI affect Laborers And Freight, Stock, And Material Movers, Hand work?",true,false
landscape-architects,zh-CN,1,景观建筑师主要做什么？,true,false
landscape-architects,zh-CN,2,景观建筑师需要哪些技能和准备？,true,false
landscape-architects,zh-CN,3,景观建筑师在 AI 时代哪些工作更容易被加速？,true,false
landscape-architects,en,1,What does a Landscape Architects do?,true,false
landscape-architects,en,2,What skills and preparation matter for Landscape Architects?,true,false
landscape-architects,en,3,How does AI affect Landscape Architects work?,true,false
landscaping-and-groundskeeping-workers,zh-CN,1,工人主要做什么？,true,false
landscaping-and-groundskeeping-workers,zh-CN,2,工人需要哪些技能和准备？,true,false
landscaping-and-groundskeeping-workers,zh-CN,3,工人在 AI 时代哪些工作更容易被加速？,true,false
landscaping-and-groundskeeping-workers,en,1,What does a Landscaping And Groundskeeping Workers do?,true,false
landscaping-and-groundskeeping-workers,en,2,What skills and preparation matter for Landscaping And Groundskeeping Workers?,true,false
landscaping-and-groundskeeping-workers,en,3,How does AI affect Landscaping And Groundskeeping Workers work?,true,false
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,1,机器工具铺设工、操作员、看护员、金属塑料主要做什么？,true,false
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,2,机器工具铺设工、操作员、看护员、金属塑料需要哪些技能和准备？,true,false
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,3,机器工具铺设工、操作员、看护员、金属塑料在 AI 时代哪些工作更容易被加速？,true,false
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,1,"What does a Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic do?",true,false
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,2,"What skills and preparation matter for Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic?",true,false
lathe-and-turning-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,3,"How does AI affect Lathe And Turning Machine Tool Setters, Operators, And Tenders, Metal And Plastic work?",true,false
laundry-and-dry-cleaning-workers,zh-CN,1,工人主要做什么？,true,false
laundry-and-dry-cleaning-workers,zh-CN,2,工人需要哪些技能和准备？,true,false
laundry-and-dry-cleaning-workers,zh-CN,3,工人在 AI 时代哪些工作更容易被加速？,true,false
laundry-and-dry-cleaning-workers,en,1,What does a Laundry And Dry Cleaning Workers do?,true,false
laundry-and-dry-cleaning-workers,en,2,What skills and preparation matter for Laundry And Dry Cleaning Workers?,true,false
laundry-and-dry-cleaning-workers,en,3,How does AI affect Laundry And Dry Cleaning Workers work?,true,false
law-teachers-postsecondary,zh-CN,1,高校法学教师主要做什么？,true,false
law-teachers-postsecondary,zh-CN,2,高校法学教师需要哪些技能和准备？,true,false
law-teachers-postsecondary,zh-CN,3,高校法学教师在 AI 时代哪些工作更容易被加速？,true,false
law-teachers-postsecondary,en,1,"What does a Law Teachers, Postsecondary do?",true,false
law-teachers-postsecondary,en,2,"What skills and preparation matter for Law Teachers, Postsecondary?",true,false
law-teachers-postsecondary,en,3,"How does AI affect Law Teachers, Postsecondary work?",true,false
lawyers,zh-CN,1,律师职业诊断主要做什么？,true,false
lawyers,zh-CN,2,律师职业诊断需要哪些技能和准备？,true,false
lawyers,zh-CN,3,律师职业诊断在 AI 时代哪些工作更容易被加速？,true,false
lawyers,en,1,What does a Lawyers do?,true,false
lawyers,en,2,What skills and preparation matter for Lawyers?,true,false
lawyers,en,3,How does AI affect Lawyers work?,true,false
layout-workers-metal-and-plastic,zh-CN,1,工人、金属塑料主要做什么？,true,false
layout-workers-metal-and-plastic,zh-CN,2,工人、金属塑料需要哪些技能和准备？,true,false
layout-workers-metal-and-plastic,zh-CN,3,工人、金属塑料在 AI 时代哪些工作更容易被加速？,true,false
layout-workers-metal-and-plastic,en,1,"What does a Layout Workers, Metal And Plastic do?",true,false
layout-workers-metal-and-plastic,en,2,"What skills and preparation matter for Layout Workers, Metal And Plastic?",true,false
layout-workers-metal-and-plastic,en,3,"How does AI affect Layout Workers, Metal And Plastic work?",true,false
legislators,zh-CN,1,立法者主要做什么？,true,false
legislators,zh-CN,2,立法者需要哪些技能和准备？,true,false
legislators,zh-CN,3,立法者在 AI 时代哪些工作更容易被加速？,true,false
legislators,en,1,What does a Legislators do?,true,false
legislators,en,2,What skills and preparation matter for Legislators?,true,false
legislators,en,3,How does AI affect Legislators work?,true,false
librarians,zh-CN,1,图书馆员与媒体馆藏专员主要做什么？,true,false
librarians,zh-CN,2,图书馆员与媒体馆藏专员需要哪些技能和准备？,true,false
librarians,zh-CN,3,图书馆员与媒体馆藏专员在 AI 时代哪些工作更容易被加速？,true,false
librarians,en,1,What does a Librarians And Media Collections Specialists do?,true,false
librarians,en,2,What skills and preparation matter for Librarians And Media Collections Specialists?,true,false
librarians,en,3,How does AI affect Librarians And Media Collections Specialists work?,true,false
librarians-and-media-collections-specialists,zh-CN,1,专家媒体主要做什么？,true,false
librarians-and-media-collections-specialists,zh-CN,2,专家媒体需要哪些技能和准备？,true,false
librarians-and-media-collections-specialists,zh-CN,3,专家媒体在 AI 时代哪些工作更容易被加速？,true,false
librarians-and-media-collections-specialists,en,1,What does a Librarians And Media Collections Specialists do?,true,false
librarians-and-media-collections-specialists,en,2,What skills and preparation matter for Librarians And Media Collections Specialists?,true,false
librarians-and-media-collections-specialists,en,3,How does AI affect Librarians And Media Collections Specialists work?,true,false
library-assistants-clerical,zh-CN,1,图书馆文书助理主要做什么？,true,false
library-assistants-clerical,zh-CN,2,图书馆文书助理需要哪些技能和准备？,true,false
library-assistants-clerical,zh-CN,3,图书馆文书助理在 AI 时代哪些工作更容易被加速？,true,false
library-assistants-clerical,en,1,"What does a Library Assistants, Clerical do?",true,false
library-assistants-clerical,en,2,"What skills and preparation matter for Library Assistants, Clerical?",true,false
library-assistants-clerical,en,3,"How does AI affect Library Assistants, Clerical work?",true,false
library-science-teachers-postsecondary,zh-CN,1,高校图书馆学教师主要做什么？,true,false
library-science-teachers-postsecondary,zh-CN,2,高校图书馆学教师需要哪些技能和准备？,true,false
library-science-teachers-postsecondary,zh-CN,3,高校图书馆学教师在 AI 时代哪些工作更容易被加速？,true,false
library-science-teachers-postsecondary,en,1,"What does a Library Science Teachers, Postsecondary do?",true,false
library-science-teachers-postsecondary,en,2,"What skills and preparation matter for Library Science Teachers, Postsecondary?",true,false
library-science-teachers-postsecondary,en,3,"How does AI affect Library Science Teachers, Postsecondary work?",true,false
library-technicians,zh-CN,1,图书馆技术员主要做什么？,true,false
library-technicians,zh-CN,2,图书馆技术员需要哪些技能和准备？,true,false
library-technicians,zh-CN,3,图书馆技术员在 AI 时代哪些工作更容易被加速？,true,false
library-technicians,en,1,What does a Library Technicians do?,true,false
library-technicians,en,2,What skills and preparation matter for Library Technicians?,true,false
library-technicians,en,3,How does AI affect Library Technicians work?,true,false
library-technicians-and-assistants,zh-CN,1,图书馆技术员主要做什么？,true,false
library-technicians-and-assistants,zh-CN,2,图书馆技术员需要哪些技能和准备？,true,false
library-technicians-and-assistants,zh-CN,3,图书馆技术员在 AI 时代哪些工作更容易被加速？,true,false
library-technicians-and-assistants,en,1,What does a Library Technicians do?,true,false
library-technicians-and-assistants,en,2,What skills and preparation matter for Library Technicians?,true,false
library-technicians-and-assistants,en,3,How does AI affect Library Technicians work?,true,false
licensed-practical-and-licensed-vocational-nurses,zh-CN,1,执业护士与职业护士主要做什么？,true,false
licensed-practical-and-licensed-vocational-nurses,zh-CN,2,执业护士与职业护士需要哪些技能和准备？,true,false
licensed-practical-and-licensed-vocational-nurses,zh-CN,3,执业护士与职业护士在 AI 时代哪些工作更容易被加速？,true,false
licensed-practical-and-licensed-vocational-nurses,en,1,What does a Licensed Practical And Licensed Vocational Nurses do?,true,false
licensed-practical-and-licensed-vocational-nurses,en,2,What skills and preparation matter for Licensed Practical And Licensed Vocational Nurses?,true,false
