slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
food-servers-nonrestaurant,zh-CN,非餐厅食品服务员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“非餐厅食品服务员适不适合我”的候选搜索摘要。,what-is,true,false
food-servers-nonrestaurant,en,"Food Servers, Nonrestaurant covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
food-service-managers,zh-CN,餐饮服务经理适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“餐饮服务经理适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
food-service-managers,en,"Food service managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
foreign-language-and-literature-teachers-postsecondary,zh-CN,高校外语文学教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校外语文学教师适不适合我”的候选搜索摘要。,what-is,true,false
foreign-language-and-literature-teachers-postsecondary,en,"Foreign Language And Literature Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
forensic-science-technicians,zh-CN,法医科学技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“法医科学技术员适不适合我”的候选搜索摘要。,what-is,true,false
forensic-science-technicians,en,"Forensic Science Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
forest-and-conservation-technicians,zh-CN,技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“技术员适不适合我”的候选搜索摘要。,what-is,true,false
forest-and-conservation-technicians,en,"Forest And Conservation Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
forest-and-conservation-workers,zh-CN,森林与自然保护从业人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“森林与自然保护从业人员适不适合我”的候选搜索摘要。,what-is,true,false
forest-and-conservation-workers,en,"Forest And Conservation Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
forest-fire-inspectors-and-prevention-specialists,zh-CN,消防检查员专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“消防检查员专员适不适合我”的候选搜索摘要。,what-is,true,false
forest-fire-inspectors-and-prevention-specialists,en,"Forest Fire Inspectors And Prevention Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
foresters,zh-CN,林务员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“林务员适不适合我”的候选搜索摘要。,what-is,true,false
foresters,en,"Foresters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
forestry-and-conservation-science-teachers-postsecondary,zh-CN,教师林业页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“教师林业适不适合我”的候选搜索摘要。,what-is,true,false
forestry-and-conservation-science-teachers-postsecondary,en,"Forestry And Conservation Science Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,机器铺设工、操作员、看护员、金属塑料页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器铺设工、操作员、看护员、金属塑料适不适合我”的候选搜索摘要。,what-is,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,"Forging Machine Setters, Operators, And Tenders, Metal And Plastic covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
foundry-mold-and-coremakers,zh-CN,铸造模具型芯工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“铸造模具型芯工适不适合我”的候选搜索摘要。,what-is,true,false
foundry-mold-and-coremakers,en,"Foundry Mold And Coremakers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fraud-examiners-investigators-and-analysts,zh-CN,欺诈审查员、调查员和分析师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“欺诈审查员、调查员和分析师适不适合我”的候选搜索摘要。,what-is,true,false
fraud-examiners-investigators-and-analysts,en,"Fraud Examiners, Investigators And Analysts covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
freight-forwarders,zh-CN,货运代理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“货运代理适不适合我”的候选搜索摘要。,what-is,true,false
freight-forwarders,en,"Freight Forwarders covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fuel-cell-engineers,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,what-is,true,false
fuel-cell-engineers,en,"Fuel Cell Engineers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fundraisers,zh-CN,募资专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“募资专员适不适合我”的候选搜索摘要。,what-is,true,false
fundraisers,en,"Fundraisers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
fundraising-managers,zh-CN,筹款经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“筹款经理适不适合我”的候选搜索摘要。,what-is,true,false
fundraising-managers,en,"Fundraising Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
funeral-attendants,zh-CN,殡葬服务员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“殡葬服务员适不适合我”的候选搜索摘要。,what-is,true,false
funeral-attendants,en,"Funeral Attendants covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
funeral-home-managers,zh-CN,殡葬家庭经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“殡葬家庭经理适不适合我”的候选搜索摘要。,what-is,true,false
funeral-home-managers,en,"Funeral Home Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
funeral-service-occupations,zh-CN,殡仪承办人与丧葬安排员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“殡仪承办人与丧葬安排员适不适合我”的候选搜索摘要。,what-is,true,false
funeral-service-occupations,en,"Morticians, Undertakers, And Funeral Arrangers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,操作员看护员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“操作员看护员适不适合我”的候选搜索摘要。,what-is,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,"Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
furniture-finishers,zh-CN,家具修整工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家具修整工适不适合我”的候选搜索摘要。,what-is,true,false
furniture-finishers,en,"Furniture Finishers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gambling-and-sports-book-writers-and-runners,zh-CN,博彩与体育投注写作者跑腿员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩与体育投注写作者跑腿员适不适合我”的候选搜索摘要。,what-is,true,false
gambling-and-sports-book-writers-and-runners,en,"Gambling And Sports Book Writers And Runners covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gambling-cage-workers,zh-CN,博彩工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩工人适不适合我”的候选搜索摘要。,what-is,true,false
gambling-cage-workers,en,"Gambling Cage Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gambling-change-persons-and-booth-cashiers,zh-CN,博彩兑换柜台收银员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩兑换柜台收银员适不适合我”的候选搜索摘要。,what-is,true,false
gambling-change-persons-and-booth-cashiers,en,"Gambling Change Persons And Booth Cashiers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gambling-dealers,zh-CN,博彩发牌员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩发牌员适不适合我”的候选搜索摘要。,what-is,true,false
gambling-dealers,en,"Gambling Dealers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gambling-managers,zh-CN,博彩经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩经理适不适合我”的候选搜索摘要。,what-is,true,false
gambling-managers,en,"Gambling Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gaming-services-occupations,zh-CN,博彩服务从业人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩服务从业人员适不适合我”的候选搜索摘要。,what-is,true,false
gaming-services-occupations,en,"Gambling Services Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gambling-surveillance-officers-and-gambling-investigators,zh-CN,博彩官博彩调查员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“博彩官博彩调查员适不适合我”的候选搜索摘要。,what-is,true,false
gambling-surveillance-officers-and-gambling-investigators,en,"Gambling Surveillance Officers And Gambling Investigators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gas-compressor-and-gas-pumping-station-operators,zh-CN,天然气天然气操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“天然气天然气操作员适不适合我”的候选搜索摘要。,what-is,true,false
gas-compressor-and-gas-pumping-station-operators,en,"Gas Compressor And Gas Pumping Station Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gas-plant-operators,zh-CN,天然气操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“天然气操作员适不适合我”的候选搜索摘要。,what-is,true,false
gas-plant-operators,en,"Gas Plant Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
gem-and-diamond-workers,zh-CN,工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工人适不适合我”的候选搜索摘要。,what-is,true,false
gem-and-diamond-workers,en,"Gem And Diamond Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
general-and-operations-managers,zh-CN,总经理和运营经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“总经理和运营经理适不适合我”的候选搜索摘要。,what-is,true,false
general-and-operations-managers,en,"General And Operations Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
general-internal-medicine-physicians,zh-CN,普通内科医师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“普通内科医师适不适合我”的候选搜索摘要。,what-is,true,false
general-internal-medicine-physicians,en,"General Internal Medicine Physicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
general-maintenance-and-repair-workers,zh-CN,综合维修人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“综合维修人员适不适合我”的候选搜索摘要。,what-is,true,false
general-maintenance-and-repair-workers,en,"General Maintenance And Repair Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
general-office-clerks,zh-CN,普通办公室文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“普通办公室文员适不适合我”的候选搜索摘要。,what-is,true,false
general-office-clerks,en,"Office Clerks, General covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
genetic-counselors,zh-CN,遗传咨询师适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“遗传咨询师适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
genetic-counselors,en,"Genetic counselors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geneticists,zh-CN,遗传学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“遗传学家适不适合我”的候选搜索摘要。,what-is,true,false
geneticists,en,"Geneticists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geodetic-surveyors,zh-CN,大地测量测量员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“大地测量测量员适不适合我”的候选搜索摘要。,what-is,true,false
geodetic-surveyors,en,"Geodetic Surveyors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geographers,zh-CN,地理学家适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地理学家适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
geographers,en,"Geographers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geographic-information-systems-technologists-and-technicians,zh-CN,信息系统技术专家技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“信息系统技术专家技术员适不适合我”的候选搜索摘要。,what-is,true,false
geographic-information-systems-technologists-and-technicians,en,"Geographic Information Systems Technologists And Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geography-teachers-postsecondary,zh-CN,高校地理教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校地理教师适不适合我”的候选搜索摘要。,what-is,true,false
geography-teachers-postsecondary,en,"Geography Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geological-and-petroleum-technicians,zh-CN,地质与水文技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地质与水文技术员适不适合我”的候选搜索摘要。,what-is,true,false
geological-and-petroleum-technicians,en,"Geological And Hydrologic Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geological-technicians-except-hydrologic-technicians,zh-CN,地质技术员（不含水文技术员）页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地质技术员（不含水文技术员）适不适合我”的候选搜索摘要。,what-is,true,false
geological-technicians-except-hydrologic-technicians,en,"Geological Technicians, Except Hydrologic Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geoscientists,zh-CN,地球科学家（不含水文学家与地理学家）页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地球科学家（不含水文学家与地理学家）适不适合我”的候选搜索摘要。,what-is,true,false
geoscientists,en,"Geoscientists, Except Hydrologists And Geographers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geoscientists-except-hydrologists-and-geographers,zh-CN,地球科学家（不含水文学家和地理学家）页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地球科学家（不含水文学家和地理学家）适不适合我”的候选搜索摘要。,what-is,true,false
geoscientists-except-hydrologists-and-geographers,en,"Geoscientists, Except Hydrologists And Geographers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geothermal-production-managers,zh-CN,生产经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“生产经理适不适合我”的候选搜索摘要。,what-is,true,false
geothermal-production-managers,en,"Geothermal Production Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
geothermal-technicians,zh-CN,地热技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“地热技术员适不适合我”的候选搜索摘要。,what-is,true,false
geothermal-technicians,en,"Geothermal Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
glass-blowers-molders-benders-and-finishers,zh-CN,玻璃吹制工、成型工、弯曲工、修整工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“玻璃吹制工、成型工、弯曲工、修整工适不适合我”的候选搜索摘要。,what-is,true,false
glass-blowers-molders-benders-and-finishers,en,"Glass Blowers, Molders, Benders, And Finishers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
glaziers,zh-CN,玻璃安装工适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“玻璃安装工适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
glaziers,en,"Glaziers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
government-property-inspectors-and-investigators,zh-CN,政府财产检查员调查员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“政府财产检查员调查员适不适合我”的候选搜索摘要。,what-is,true,false
government-property-inspectors-and-investigators,en,"Government Property Inspectors And Investigators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
graders-and-sorters-agricultural-products,zh-CN,分级与分拣员、产品页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“分级与分拣员、产品适不适合我”的候选搜索摘要。,what-is,true,false
graders-and-sorters-agricultural-products,en,"Graders And Sorters, Agricultural Products covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
graphic-designers,zh-CN,平面设计师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“平面设计师适不适合我”的候选搜索摘要。,what-is,true,false
graphic-designers,en,"Graphic Designers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
grinding-and-polishing-workers-hand,zh-CN,工人、手工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工人、手工适不适合我”的候选搜索摘要。,what-is,true,false
grinding-and-polishing-workers-hand,en,"Grinding And Polishing Workers, Hand covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,机器工具铺设工、操作员、看护员、金属塑料页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“机器工具铺设工、操作员、看护员、金属塑料适不适合我”的候选搜索摘要。,what-is,true,false
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
grounds-maintenance-workers,zh-CN,场地养护人员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“场地养护人员适不适合我”的候选搜索摘要。,what-is,true,false
grounds-maintenance-workers,en,"Grounds Maintenance Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hand-laborers-and-material-movers,zh-CN,人工搬运、货运与物料搬运工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“人工搬运、货运与物料搬运工适不适合我”的候选搜索摘要。,what-is,true,false
hand-laborers-and-material-movers,en,"Laborers And Freight, Stock, And Material Movers, Hand covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hazardous-materials-removal-workers,zh-CN,危险材料清除工适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“危险材料清除工适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
hazardous-materials-removal-workers,en,"Hazardous materials removal workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
health-and-safety-engineers,zh-CN,健康与安全工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健康与安全工程师适不适合我”的候选搜索摘要。,what-is,true,false
health-and-safety-engineers,en,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,what-is,true,false
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,en,"Health And Safety Engineers, Except Mining Safety Engineers And Inspectors covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
health-educators,zh-CN,健康教育专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健康教育专员适不适合我”的候选搜索摘要。,what-is,true,false
health-educators,en,"Health Education Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
health-informatics-specialists,zh-CN,健康专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健康专员适不适合我”的候选搜索摘要。,what-is,true,false
health-informatics-specialists,en,"Health Informatics Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
health-information-technologists-and-medical-registrars,zh-CN,健康信息技师与医疗登记专员适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“健康信息技师与医疗登记专员适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
health-information-technologists-and-medical-registrars,en,"Health information technologists and medical registrars covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
health-specialties-teachers-postsecondary,zh-CN,高校健康专业教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校健康专业教师适不适合我”的候选搜索摘要。,what-is,true,false
health-specialties-teachers-postsecondary,en,"Health Specialties Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
healthcare-social-workers,zh-CN,医疗保健工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“医疗保健工人适不适合我”的候选搜索摘要。,what-is,true,false
healthcare-social-workers,en,"Healthcare Social Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hearing-aid-specialists,zh-CN,助听器验配专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“助听器验配专员适不适合我”的候选搜索摘要。,what-is,true,false
hearing-aid-specialists,en,"Hearing Aid Specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic,zh-CN,设备铺设工、操作员、看护员、金属塑料页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“设备铺设工、操作员、看护员、金属塑料适不适合我”的候选搜索摘要。,what-is,true,false
heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic,en,"Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
heating-air-conditioning-and-refrigeration-mechanics-and-installers,zh-CN,暖通空调与制冷设备机械师及安装工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“暖通空调与制冷设备机械师及安装工适不适合我”的候选搜索摘要。,what-is,true,false
heating-air-conditioning-and-refrigeration-mechanics-and-installers,en,"Heating, Air Conditioning, And Refrigeration Mechanics And Installers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
heavy-and-tractor-trailer-truck-drivers,zh-CN,重型与半挂卡车司机页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“重型与半挂卡车司机适不适合我”的候选搜索摘要。,what-is,true,false
heavy-and-tractor-trailer-truck-drivers,en,"Heavy And Tractor Trailer Truck Drivers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
heavy-vehicle-and-mobile-equipment-service-technicians,zh-CN,移动重型设备机械师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“移动重型设备机械师适不适合我”的候选搜索摘要。,what-is,true,false
heavy-vehicle-and-mobile-equipment-service-technicians,en,"Mobile Heavy Equipment Mechanics, Except Engines covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters,zh-CN,帮工砌砖工、砌块工、石匠、瓷砖大理石铺设工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“帮工砌砖工、砌块工、石匠、瓷砖大理石铺设工适不适合我”的候选搜索摘要。,what-is,true,false
helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters,en,"Helpers Brickmasons, Blockmasons, Stonemasons, And Tile And Marble Setters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-carpenters,zh-CN,帮工木工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“帮工木工适不适合我”的候选搜索摘要。,what-is,true,false
helpers-carpenters,en,"Helpers Carpenters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-electricians,zh-CN,电工帮工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“电工帮工适不适合我”的候选搜索摘要。,what-is,true,false
helpers-electricians,en,"Helpers Electricians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-extraction-workers,zh-CN,采掘工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“采掘工人适不适合我”的候选搜索摘要。,what-is,true,false
helpers-extraction-workers,en,"Helpers Extraction Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-installation-maintenance-and-repair-workers,zh-CN,安装维护工人修理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“安装维护工人修理适不适合我”的候选搜索摘要。,what-is,true,false
helpers-installation-maintenance-and-repair-workers,en,"Helpers Installation, Maintenance, And Repair Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-painters-paperhangers-plasterers-and-stucco-masons,zh-CN,帮工油漆工、裱糊工、抹灰工、灰泥泥瓦工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“帮工油漆工、裱糊工、抹灰工、灰泥泥瓦工适不适合我”的候选搜索摘要。,what-is,true,false
helpers-painters-paperhangers-plasterers-and-stucco-masons,en,"Helpers Painters, Paperhangers, Plasterers, And Stucco Masons covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-pipelayers-plumbers-pipefitters-and-steamfitters,zh-CN,帮工管道铺设工、管道工、管道装配工、蒸汽管道工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“帮工管道铺设工、管道工、管道装配工、蒸汽管道工适不适合我”的候选搜索摘要。,what-is,true,false
helpers-pipelayers-plumbers-pipefitters-and-steamfitters,en,"Helpers Pipelayers, Plumbers, Pipefitters, And Steamfitters covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-production-workers,zh-CN,生产工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“生产工人适不适合我”的候选搜索摘要。,what-is,true,false
helpers-production-workers,en,"Helpers Production Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
helpers-roofers,zh-CN,帮工屋顶工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“帮工屋顶工适不适合我”的候选搜索摘要。,what-is,true,false
helpers-roofers,en,"Helpers Roofers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
high-school-teachers,zh-CN,高中教师（不含特殊与职业技术教育）职业诊断页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高中教师（不含特殊与职业技术教育）职业诊断适不适合我”的候选搜索摘要。,what-is,true,false
high-school-teachers,en,"Secondary School Teachers, Except Special and Career/Technical Education covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
highway-maintenance-workers,zh-CN,维护工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“维护工人适不适合我”的候选搜索摘要。,what-is,true,false
highway-maintenance-workers,en,"Highway Maintenance Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
histology-technicians,zh-CN,组织学技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“组织学技术员适不适合我”的候选搜索摘要。,what-is,true,false
histology-technicians,en,"Histology Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
