finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
low_workflow_density:anthropology-and-archeology-teachers-postsecondary:en:27db634c6a4f,repair_required,low_workflow_density,anthropology-and-archeology-teachers-postsecondary,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:anthropology-and-archeology-teachers-postsecondary:en:0c2bf5afdfaf,warning,low_reader_usefulness,anthropology-and-archeology-teachers-postsecondary,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:anthropology-and-archeology-teachers-postsecondary:en:619685f52d24,repair_required,locale_naturalness_issue,anthropology-and-archeology-teachers-postsecondary,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:anthropology-and-archeology-teachers-postsecondary:en:0118aedaefea,warning,conversion_unclear,anthropology-and-archeology-teachers-postsecondary,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:arbitrators-mediators-and-conciliators:zh-CN:27db634c6a4f,repair_required,low_workflow_density,arbitrators-mediators-and-conciliators,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:arbitrators-mediators-and-conciliators:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,arbitrators-mediators-and-conciliators,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:arbitrators-mediators-and-conciliators:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,arbitrators-mediators-and-conciliators,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:arbitrators-mediators-and-conciliators:zh-CN:0118aedaefea,warning,conversion_unclear,arbitrators-mediators-and-conciliators,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:arbitrators-mediators-and-conciliators:en:27db634c6a4f,repair_required,low_workflow_density,arbitrators-mediators-and-conciliators,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:arbitrators-mediators-and-conciliators:en:0c2bf5afdfaf,warning,low_reader_usefulness,arbitrators-mediators-and-conciliators,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:arbitrators-mediators-and-conciliators:en:619685f52d24,repair_required,locale_naturalness_issue,arbitrators-mediators-and-conciliators,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:arbitrators-mediators-and-conciliators:en:0118aedaefea,warning,conversion_unclear,arbitrators-mediators-and-conciliators,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architects:zh-CN:27db634c6a4f,repair_required,low_workflow_density,architects,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architects:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,architects,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architects:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,architects,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architects:zh-CN:0118aedaefea,warning,conversion_unclear,architects,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architects:en:27db634c6a4f,repair_required,low_workflow_density,architects,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architects:en:0c2bf5afdfaf,warning,low_reader_usefulness,architects,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architects:en:619685f52d24,repair_required,locale_naturalness_issue,architects,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architects:en:0118aedaefea,warning,conversion_unclear,architects,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architects-except-landscape-and-naval:zh-CN:27db634c6a4f,repair_required,low_workflow_density,architects-except-landscape-and-naval,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architects-except-landscape-and-naval:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,architects-except-landscape-and-naval,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architects-except-landscape-and-naval:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,architects-except-landscape-and-naval,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architects-except-landscape-and-naval:zh-CN:0118aedaefea,warning,conversion_unclear,architects-except-landscape-and-naval,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architects-except-landscape-and-naval:en:27db634c6a4f,repair_required,low_workflow_density,architects-except-landscape-and-naval,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architects-except-landscape-and-naval:en:0c2bf5afdfaf,warning,low_reader_usefulness,architects-except-landscape-and-naval,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architects-except-landscape-and-naval:en:619685f52d24,repair_required,locale_naturalness_issue,architects-except-landscape-and-naval,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architects-except-landscape-and-naval:en:0118aedaefea,warning,conversion_unclear,architects-except-landscape-and-naval,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architectural-and-civil-drafters:zh-CN:27db634c6a4f,repair_required,low_workflow_density,architectural-and-civil-drafters,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architectural-and-civil-drafters:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,architectural-and-civil-drafters,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architectural-and-civil-drafters:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,architectural-and-civil-drafters,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architectural-and-civil-drafters:zh-CN:0118aedaefea,warning,conversion_unclear,architectural-and-civil-drafters,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architectural-and-civil-drafters:en:27db634c6a4f,repair_required,low_workflow_density,architectural-and-civil-drafters,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architectural-and-civil-drafters:en:0c2bf5afdfaf,warning,low_reader_usefulness,architectural-and-civil-drafters,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architectural-and-civil-drafters:en:619685f52d24,repair_required,locale_naturalness_issue,architectural-and-civil-drafters,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architectural-and-civil-drafters:en:0118aedaefea,warning,conversion_unclear,architectural-and-civil-drafters,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architectural-and-engineering-managers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,architectural-and-engineering-managers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architectural-and-engineering-managers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,architectural-and-engineering-managers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architectural-and-engineering-managers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,architectural-and-engineering-managers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architectural-and-engineering-managers:zh-CN:0118aedaefea,warning,conversion_unclear,architectural-and-engineering-managers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architectural-and-engineering-managers:en:27db634c6a4f,repair_required,low_workflow_density,architectural-and-engineering-managers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architectural-and-engineering-managers:en:0c2bf5afdfaf,warning,low_reader_usefulness,architectural-and-engineering-managers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architectural-and-engineering-managers:en:619685f52d24,repair_required,locale_naturalness_issue,architectural-and-engineering-managers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architectural-and-engineering-managers:en:0118aedaefea,warning,conversion_unclear,architectural-and-engineering-managers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:architecture-teachers-postsecondary:zh-CN:27db634c6a4f,repair_required,low_workflow_density,architecture-teachers-postsecondary,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architecture-teachers-postsecondary:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,architecture-teachers-postsecondary,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architecture-teachers-postsecondary:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,architecture-teachers-postsecondary,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architecture-teachers-postsecondary:zh-CN:0118aedaefea,warning,conversion_unclear,architecture-teachers-postsecondary,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:architecture-teachers-postsecondary:en:30f0d48eec11,repair_required,weak_occupation_specificity,architecture-teachers-postsecondary,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:architecture-teachers-postsecondary:en:27db634c6a4f,repair_required,low_workflow_density,architecture-teachers-postsecondary,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:architecture-teachers-postsecondary:en:0c2bf5afdfaf,warning,low_reader_usefulness,architecture-teachers-postsecondary,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:architecture-teachers-postsecondary:en:619685f52d24,repair_required,locale_naturalness_issue,architecture-teachers-postsecondary,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:architecture-teachers-postsecondary:en:0118aedaefea,warning,conversion_unclear,architecture-teachers-postsecondary,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:archivists:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,archivists,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:archivists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,archivists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:archivists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,archivists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:archivists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,archivists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:archivists:zh-CN:0118aedaefea,warning,conversion_unclear,archivists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:archivists:en:30f0d48eec11,repair_required,weak_occupation_specificity,archivists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:archivists:en:27db634c6a4f,repair_required,low_workflow_density,archivists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:archivists:en:0c2bf5afdfaf,warning,low_reader_usefulness,archivists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:archivists:en:619685f52d24,repair_required,locale_naturalness_issue,archivists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:archivists:en:0118aedaefea,warning,conversion_unclear,archivists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:curators-museum-technicians-and-conservators:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,curators-museum-technicians-and-conservators,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:curators-museum-technicians-and-conservators:zh-CN:27db634c6a4f,repair_required,low_workflow_density,curators-museum-technicians-and-conservators,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:curators-museum-technicians-and-conservators:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,curators-museum-technicians-and-conservators,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:curators-museum-technicians-and-conservators:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,curators-museum-technicians-and-conservators,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:curators-museum-technicians-and-conservators:zh-CN:0118aedaefea,warning,conversion_unclear,curators-museum-technicians-and-conservators,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:curators-museum-technicians-and-conservators:en:30f0d48eec11,repair_required,weak_occupation_specificity,curators-museum-technicians-and-conservators,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:curators-museum-technicians-and-conservators:en:27db634c6a4f,repair_required,low_workflow_density,curators-museum-technicians-and-conservators,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:curators-museum-technicians-and-conservators:en:0c2bf5afdfaf,warning,low_reader_usefulness,curators-museum-technicians-and-conservators,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:curators-museum-technicians-and-conservators:en:619685f52d24,repair_required,locale_naturalness_issue,curators-museum-technicians-and-conservators,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:curators-museum-technicians-and-conservators:en:0118aedaefea,warning,conversion_unclear,curators-museum-technicians-and-conservators,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:area-ethnic-and-cultural-studies-teachers-postsecondary:zh-CN:27db634c6a4f,repair_required,low_workflow_density,area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:area-ethnic-and-cultural-studies-teachers-postsecondary:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:area-ethnic-and-cultural-studies-teachers-postsecondary:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:area-ethnic-and-cultural-studies-teachers-postsecondary:zh-CN:0118aedaefea,warning,conversion_unclear,area-ethnic-and-cultural-studies-teachers-postsecondary,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:area-ethnic-and-cultural-studies-teachers-postsecondary:en:27db634c6a4f,repair_required,low_workflow_density,area-ethnic-and-cultural-studies-teachers-postsecondary,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:area-ethnic-and-cultural-studies-teachers-postsecondary:en:0c2bf5afdfaf,warning,low_reader_usefulness,area-ethnic-and-cultural-studies-teachers-postsecondary,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:area-ethnic-and-cultural-studies-teachers-postsecondary:en:619685f52d24,repair_required,locale_naturalness_issue,area-ethnic-and-cultural-studies-teachers-postsecondary,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:area-ethnic-and-cultural-studies-teachers-postsecondary:en:0118aedaefea,warning,conversion_unclear,area-ethnic-and-cultural-studies-teachers-postsecondary,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:art-directors:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,art-directors,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:art-directors:zh-CN:27db634c6a4f,repair_required,low_workflow_density,art-directors,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:art-directors:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,art-directors,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:art-directors:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,art-directors,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:art-directors:zh-CN:0118aedaefea,warning,conversion_unclear,art-directors,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:art-directors:en:30f0d48eec11,repair_required,weak_occupation_specificity,art-directors,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:art-directors:en:27db634c6a4f,repair_required,low_workflow_density,art-directors,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:art-directors:en:0c2bf5afdfaf,warning,low_reader_usefulness,art-directors,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:art-directors:en:619685f52d24,repair_required,locale_naturalness_issue,art-directors,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:art-directors:en:0118aedaefea,warning,conversion_unclear,art-directors,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:art-therapists:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,art-therapists,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:art-therapists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,art-therapists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:art-therapists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,art-therapists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:art-therapists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,art-therapists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:art-therapists:zh-CN:0118aedaefea,warning,conversion_unclear,art-therapists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:art-therapists:en:30f0d48eec11,repair_required,weak_occupation_specificity,art-therapists,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:art-therapists:en:27db634c6a4f,repair_required,low_workflow_density,art-therapists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:art-therapists:en:0c2bf5afdfaf,warning,low_reader_usefulness,art-therapists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:art-therapists:en:619685f52d24,repair_required,locale_naturalness_issue,art-therapists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:art-therapists:en:0118aedaefea,warning,conversion_unclear,art-therapists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:art-drama-and-music-teachers-postsecondary:zh-CN:27db634c6a4f,repair_required,low_workflow_density,art-drama-and-music-teachers-postsecondary,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:art-drama-and-music-teachers-postsecondary:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,art-drama-and-music-teachers-postsecondary,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:art-drama-and-music-teachers-postsecondary:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,art-drama-and-music-teachers-postsecondary,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:art-drama-and-music-teachers-postsecondary:zh-CN:0118aedaefea,warning,conversion_unclear,art-drama-and-music-teachers-postsecondary,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:art-drama-and-music-teachers-postsecondary:en:27db634c6a4f,repair_required,low_workflow_density,art-drama-and-music-teachers-postsecondary,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:art-drama-and-music-teachers-postsecondary:en:0c2bf5afdfaf,warning,low_reader_usefulness,art-drama-and-music-teachers-postsecondary,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:art-drama-and-music-teachers-postsecondary:en:619685f52d24,repair_required,locale_naturalness_issue,art-drama-and-music-teachers-postsecondary,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:art-drama-and-music-teachers-postsecondary:en:0118aedaefea,warning,conversion_unclear,art-drama-and-music-teachers-postsecondary,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:assemblers-and-fabricators:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,assemblers-and-fabricators,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:assemblers-and-fabricators:zh-CN:27db634c6a4f,repair_required,low_workflow_density,assemblers-and-fabricators,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:assemblers-and-fabricators:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,assemblers-and-fabricators,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:assemblers-and-fabricators:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,assemblers-and-fabricators,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:assemblers-and-fabricators:zh-CN:0118aedaefea,warning,conversion_unclear,assemblers-and-fabricators,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:assemblers-and-fabricators:en:30f0d48eec11,repair_required,weak_occupation_specificity,assemblers-and-fabricators,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:assemblers-and-fabricators:en:27db634c6a4f,repair_required,low_workflow_density,assemblers-and-fabricators,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:assemblers-and-fabricators:en:0c2bf5afdfaf,warning,low_reader_usefulness,assemblers-and-fabricators,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:assemblers-and-fabricators:en:619685f52d24,repair_required,locale_naturalness_issue,assemblers-and-fabricators,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:assemblers-and-fabricators:en:0118aedaefea,warning,conversion_unclear,assemblers-and-fabricators,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:astronomers:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,astronomers,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
