slug,locale,primary_query_intent,secondary_query_intents,candidate_quality_findings,release_recommendation,candidate_only,runtime_approved
first-line-supervisors-of-personal-service-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-personal-service-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-police-and-detectives,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-police-and-detectives,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-production-and-operating-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-production-and-operating-workers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-retail-sales-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-retail-sales-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-security-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-security-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-weapons-specialists-crew-members,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
first-line-supervisors-of-weapons-specialists-crew-members,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fish-and-game-wardens,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fish-and-game-wardens,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fishers-and-related-fishing-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fishers-and-related-fishing-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fitness-and-wellness-coordinators,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fitness-and-wellness-coordinators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fitness-trainers-and-instructors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fitness-trainers-and-instructors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
flight-attendants,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
flight-attendants,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
floor-layers-except-carpet-wood-and-hard-tiles,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
floor-layers-except-carpet-wood-and-hard-tiles,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
floor-sanders-and-finishers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
floor-sanders-and-finishers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
tile-and-marble-setters,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
tile-and-marble-setters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
floral-designers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
floral-designers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-and-beverage-serving-and-related-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-and-beverage-serving-and-related-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-batchmakers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-batchmakers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-cooking-machine-operators-and-tenders,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-cooking-machine-operators-and-tenders,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-preparation-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-preparation-workers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-and-tobacco-processing-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-and-tobacco-processing-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-science-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-science-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-scientists-and-technologists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-scientists-and-technologists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-servers-nonrestaurant,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-servers-nonrestaurant,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-service-managers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
food-service-managers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
foreign-language-and-literature-teachers-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
foreign-language-and-literature-teachers-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forensic-science-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forensic-science-technicians,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forest-and-conservation-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forest-and-conservation-technicians,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forest-and-conservation-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forest-and-conservation-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forest-fire-inspectors-and-prevention-specialists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forest-fire-inspectors-and-prevention-specialists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
foresters,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
foresters,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forestry-and-conservation-science-teachers-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forestry-and-conservation-science-teachers-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
forging-machine-setters-operators-and-tenders-metal-and-plastic,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
foundry-mold-and-coremakers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
foundry-mold-and-coremakers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fraud-examiners-investigators-and-analysts,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fraud-examiners-investigators-and-analysts,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
freight-forwarders,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
freight-forwarders,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fuel-cell-engineers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fuel-cell-engineers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fundraisers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fundraisers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fundraising-managers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
fundraising-managers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
funeral-attendants,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
funeral-attendants,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
funeral-home-managers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
funeral-home-managers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
funeral-service-occupations,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
funeral-service-occupations,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
furnace-kiln-oven-drier-and-kettle-operators-and-tenders,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
furniture-finishers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
furniture-finishers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-and-sports-book-writers-and-runners,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-and-sports-book-writers-and-runners,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-cage-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-cage-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-change-persons-and-booth-cashiers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-change-persons-and-booth-cashiers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-dealers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-dealers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-managers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-managers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gaming-services-occupations,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gaming-services-occupations,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-surveillance-officers-and-gambling-investigators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gambling-surveillance-officers-and-gambling-investigators,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gas-compressor-and-gas-pumping-station-operators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gas-compressor-and-gas-pumping-station-operators,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gas-plant-operators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gas-plant-operators,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gem-and-diamond-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
gem-and-diamond-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-and-operations-managers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-and-operations-managers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-internal-medicine-physicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-internal-medicine-physicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-maintenance-and-repair-workers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-maintenance-and-repair-workers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-office-clerks,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
general-office-clerks,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
genetic-counselors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
genetic-counselors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geneticists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geneticists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geodetic-surveyors,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geodetic-surveyors,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geographers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geographers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geographic-information-systems-technologists-and-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geographic-information-systems-technologists-and-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geography-teachers-postsecondary,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geography-teachers-postsecondary,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geological-and-petroleum-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geological-and-petroleum-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geological-technicians-except-hydrologic-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geological-technicians-except-hydrologic-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geoscientists,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geoscientists,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geoscientists-except-hydrologists-and-geographers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geoscientists-except-hydrologists-and-geographers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geothermal-production-managers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geothermal-production-managers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geothermal-technicians,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
geothermal-technicians,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
glass-blowers-molders-benders-and-finishers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
glass-blowers-molders-benders-and-finishers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
glaziers,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
glaziers,en,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
government-property-inspectors-and-investigators,zh-CN,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
government-property-inspectors-and-investigators,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
graders-and-sorters-agricultural-products,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
graders-and-sorters-agricultural-products,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
graphic-designers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
graphic-designers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
grinding-and-polishing-workers-hand,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
grinding-and-polishing-workers-hand,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
grounds-maintenance-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
grounds-maintenance-workers,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
hand-laborers-and-material-movers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
hand-laborers-and-material-movers,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
hazardous-materials-removal-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
hazardous-materials-removal-workers,en,what-is,,en_question_article_plural_awkwardness|generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-and-safety-engineers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-and-safety-engineers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-and-safety-engineers-except-mining-safety-engineers-and-inspectors,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-educators,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-educators,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-informatics-specialists,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-informatics-specialists,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-information-technologists-and-medical-registrars,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-information-technologists-and-medical-registrars,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-specialties-teachers-postsecondary,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
health-specialties-teachers-postsecondary,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
healthcare-social-workers,zh-CN,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
healthcare-social-workers,en,what-is,,generic_template_phrase|generic_anchor_template,rewrite_before_runtime_preview,true,false
