identity,locale,surface,url,canonical,authority_source,publication_state,index_eligibility,sitemap_eligibility,current_sitemap_membership,llms_eligibility,current_llms_membership,llms_full_state,http_status,final_url,robots,cache_control,x_proxy_cache,captured_at,source_sha256,evidence
/articles/big-five-retest-differences-measurement-and-context,zh,articles,https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context,https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-retest-differences-measurement-and-context,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:36.525Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-score-ranges-what-high-middle-low-can-mean,zh,articles,https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean,https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-score-ranges-what-high-middle-low-can-mean,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:37.117Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-self-regulation-build-a-context-plan,zh,articles,https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan,https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-self-regulation-build-a-context-plan,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:37.670Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-self-report-bias-and-response-context,zh,articles,https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context,https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-self-report-bias-and-response-context,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:38.570Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-stress-response-patterns-without-diagnosis,zh,articles,https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis,https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-stress-response-patterns-without-diagnosis,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:40.010Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-study-limitations-sample-measures-and-causality,zh,articles,https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality,https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-study-limitations-sample-measures-and-causality,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:41.058Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-teamwork-conversation-guide-not-fit-score,zh,articles,https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score,https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-teamwork-conversation-guide-not-fit-score,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:42.060Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-tool-guide,zh,articles,https://fermatmind.com/zh/articles/big-five-tool-guide,https://fermatmind.com/zh/articles/big-five-tool-guide,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-tool-guide,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:42.758Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-traits-are-continuums-not-boxes,zh,articles,https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes,https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-traits-are-continuums-not-boxes,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:44.328Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-vs-disc-measurement-and-workplace-language,zh,articles,https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language,https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-vs-disc-measurement-and-workplace-language,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:45.015Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-vs-enneagram-traits-and-motivation-stories,zh,articles,https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories,https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-vs-enneagram-traits-and-motivation-stories,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:46.023Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-vs-riasec-personality-traits-and-career-interests,zh,articles,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:46.863Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/big-five-work-environment-preferences-as-experiments,zh,articles,https://fermatmind.com/zh/articles/big-five-work-environment-preferences-as-experiments,https://fermatmind.com/zh/articles/big-five-work-environment-preferences-as-experiments,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/big-five-work-environment-preferences-as-experiments,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:48.019Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/can-big-five-personality-traits-change-over-time,zh,articles,https://fermatmind.com/zh/articles/can-big-five-personality-traits-change-over-time,https://fermatmind.com/zh/articles/can-big-five-personality-traits-change-over-time,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/can-big-five-personality-traits-change-over-time,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:49.415Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/career-confusion-test-map,zh,articles,https://fermatmind.com/zh/articles/career-confusion-test-map,https://fermatmind.com/zh/articles/career-confusion-test-map,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/career-confusion-test-map,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:50.575Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/career-interest-vs-personality-test-differences,zh,articles,https://fermatmind.com/zh/articles/career-interest-vs-personality-test-differences,https://fermatmind.com/zh/articles/career-interest-vs-personality-test-differences,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/career-interest-vs-personality-test-differences,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:51.461Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/childhood-dream-job-still-shapes-career-choice,zh,articles,https://fermatmind.com/zh/articles/childhood-dream-job-still-shapes-career-choice,https://fermatmind.com/zh/articles/childhood-dream-job-still-shapes-career-choice,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/childhood-dream-job-still-shapes-career-choice,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:52.675Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/college-major-choice-holland-mbti-career-test,zh,articles,https://fermatmind.com/zh/articles/college-major-choice-holland-mbti-career-test,https://fermatmind.com/zh/articles/college-major-choice-holland-mbti-career-test,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/college-major-choice-holland-mbti-career-test,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:53.558Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/daily-wellbeing-support-personality-is-one-context,zh,articles,https://fermatmind.com/zh/articles/daily-wellbeing-support-personality-is-one-context,https://fermatmind.com/zh/articles/daily-wellbeing-support-personality-is-one-context,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/daily-wellbeing-support-personality-is-one-context,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:55.272Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/enneagram-personality-test-explained,zh,articles,https://fermatmind.com/zh/articles/enneagram-personality-test-explained,https://fermatmind.com/zh/articles/enneagram-personality-test-explained,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/enneagram-personality-test-explained,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:56.866Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/enneagram-workplace-friction-core-motivations,zh,articles,https://fermatmind.com/zh/articles/enneagram-workplace-friction-core-motivations,https://fermatmind.com/zh/articles/enneagram-workplace-friction-core-motivations,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/enneagram-workplace-friction-core-motivations,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:36:59.407Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/eq-test-tool-guide,zh,articles,https://fermatmind.com/zh/articles/eq-test-tool-guide,https://fermatmind.com/zh/articles/eq-test-tool-guide,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/eq-test-tool-guide,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:00.473Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/gaokao-major-adjustment-unacceptable-major-checklist,zh,articles,https://fermatmind.com/zh/articles/gaokao-major-adjustment-unacceptable-major-checklist,https://fermatmind.com/zh/articles/gaokao-major-adjustment-unacceptable-major-checklist,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/gaokao-major-adjustment-unacceptable-major-checklist,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:02.212Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,zh,articles,https://fermatmind.com/zh/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,https://fermatmind.com/zh/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:03.879Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/gaokao-score-major-shortlist-riasec-checklist,zh,articles,https://fermatmind.com/zh/articles/gaokao-score-major-shortlist-riasec-checklist,https://fermatmind.com/zh/articles/gaokao-score-major-shortlist-riasec-checklist,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/gaokao-score-major-shortlist-riasec-checklist,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:04.948Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/habits-and-big-five-traits-behavior-is-not-identity,zh,articles,https://fermatmind.com/zh/articles/habits-and-big-five-traits-behavior-is-not-identity,https://fermatmind.com/zh/articles/habits-and-big-five-traits-behavior-is-not-identity,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/habits-and-big-five-traits-behavior-is-not-identity,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:06.306Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/holland-career-interest-test-can-and-cannot-tell-you,zh,articles,https://fermatmind.com/zh/articles/holland-career-interest-test-can-and-cannot-tell-you,https://fermatmind.com/zh/articles/holland-career-interest-test-can-and-cannot-tell-you,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/holland-career-interest-test-can-and-cannot-tell-you,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:07.227Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/hot-major-fit-riasec-course-career-checklist,zh,articles,https://fermatmind.com/zh/articles/hot-major-fit-riasec-course-career-checklist,https://fermatmind.com/zh/articles/hot-major-fit-riasec-course-career-checklist,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/hot-major-fit-riasec-course-career-checklist,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:08.993Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/how-16-personality-types-talk-to-an-ai-coach,zh,articles,https://fermatmind.com/zh/articles/how-16-personality-types-talk-to-an-ai-coach,https://fermatmind.com/zh/articles/how-16-personality-types-talk-to-an-ai-coach,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/how-16-personality-types-talk-to-an-ai-coach,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:10.702Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/how-personality-shapes-attitude-toward-ai,zh,articles,https://fermatmind.com/zh/articles/how-personality-shapes-attitude-toward-ai,https://fermatmind.com/zh/articles/how-personality-shapes-attitude-toward-ai,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/how-personality-shapes-attitude-toward-ai,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:11.611Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/how-to-discuss-big-five-results-with-someone-else,zh,articles,https://fermatmind.com/zh/articles/how-to-discuss-big-five-results-with-someone-else,https://fermatmind.com/zh/articles/how-to-discuss-big-five-results-with-someone-else,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/how-to-discuss-big-five-results-with-someone-else,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:12.513Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/how-to-place-new-big-five-research-in-context,zh,articles,https://fermatmind.com/zh/articles/how-to-place-new-big-five-research-in-context,https://fermatmind.com/zh/articles/how-to-place-new-big-five-research-in-context,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/how-to-place-new-big-five-research-in-context,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:13.771Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/how-to-read-a-big-five-research-paper,zh,articles,https://fermatmind.com/zh/articles/how-to-read-a-big-five-research-paper,https://fermatmind.com/zh/articles/how-to-read-a-big-five-research-paper,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/how-to-read-a-big-five-research-paper,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:14.694Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/how-to-read-big-five-results-without-self-labeling,zh,articles,https://fermatmind.com/zh/articles/how-to-read-big-five-results-without-self-labeling,https://fermatmind.com/zh/articles/how-to-read-big-five-results-without-self-labeling,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/how-to-read-big-five-results-without-self-labeling,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:15.700Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/iq-test-growth-guide,zh,articles,https://fermatmind.com/zh/articles/iq-test-growth-guide,https://fermatmind.com/zh/articles/iq-test-growth-guide,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/iq-test-growth-guide,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:17.436Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/iq-test-narrative-portrait,zh,articles,https://fermatmind.com/zh/articles/iq-test-narrative-portrait,https://fermatmind.com/zh/articles/iq-test-narrative-portrait,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/iq-test-narrative-portrait,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:18.408Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/iq-test-score-and-limits-explained,zh,articles,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:20.050Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/iq-test-tool-guide,zh,articles,https://fermatmind.com/zh/articles/iq-test-tool-guide,https://fermatmind.com/zh/articles/iq-test-tool-guide,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,current_projection_included,true,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/iq-test-tool-guide,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:20.900Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/life-events-and-personality-change-what-research-can-say,zh,articles,https://fermatmind.com/zh/articles/life-events-and-personality-change-what-research-can-say,https://fermatmind.com/zh/articles/life-events-and-personality-change-what-research-can-say,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/life-events-and-personality-change-what-research-can-say,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:21.868Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
/articles/major-career-mismatch-job-search-skills-plan,zh,articles,https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan,https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan,backend_sitemap_generator,authority_included_not_independently_exposed,sitemap_included_200_no_noindex,backend_authority_included,true,UNKNOWN_not_in_current_projection,false,degraded_artifact_not_present,200,https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan,"index, follow","private, no-cache, no-store, max-age=0, must-revalidate",BYPASS,2026-08-10T04:37:23.239Z,f4871b7fb7f7e23a36fc1aae69ecba2107792e829d1f0ca362647f8be0c8e5de,VERIFIED backend/live sitemap + HTTP 200 + self canonical
